,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,country_cyrilic
10203,Zongo,Zongo,4.3303,18.615,Congo (Kinshasa),CD,COD,Sud-Ubangi,,17667.0,Конго - Киншаса
10204,Radford,Radford,37.1229,-80.5587,United States,US,USA,Virginia,,17658.0,Соединети Американски Држави
10205,Centerville,Centerville,40.9284,-111.8849,United States,US,USA,Utah,,17657.0,Соединети Американски Држави
10206,Concord,Concord,38.5117,-90.3574,United States,US,USA,Missouri,,17650.0,Соединети Американски Држави
10207,Godfrey,Godfrey,38.9581,-90.2156,United States,US,USA,Illinois,,17650.0,Соединети Американски Држави
10208,Pampa,Pampa,35.5479,-100.965,United States,US,USA,Texas,,17641.0,Соединети Американски Држави
10209,Bitam,Bitam,2.0837,11.4834,Gabon,GA,GAB,Woleu-Ntem,,17637.0,Габон
10210,Moraga,Moraga,37.8438,-122.1225,United States,US,USA,California,,17630.0,Соединети Американски Држави
10211,Ferndale,Ferndale,39.1869,-76.633,United States,US,USA,Maryland,,17627.0,Соединети Американски Држави
10212,Rosedale,Rosedale,35.3887,-119.2058,United States,US,USA,California,,17603.0,Соединети Американски Држави
10213,Zaysan,Zaysan,47.4752,84.8598,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,,17600.0,Казахстан
10214,San Carlos Park,San Carlos Park,26.4765,-81.8193,United States,US,USA,Florida,,17597.0,Соединети Американски Држави
10215,Tuncurry,Tuncurry,-32.1931,152.5266,Australia,AU,AUS,New South Wales,,17591.0,Австралија
10216,Tougan,Tougan,13.069,-3.07,Burkina Faso,BF,BFA,Boucle du Mouhoun,minor,17590.0,Буркина Фасо
10217,Avon,Avon,39.7599,-86.391,United States,US,USA,Indiana,,17568.0,Соединети Американски Држави
10218,St. Michael,St. Michael,45.2014,-93.692,United States,US,USA,Minnesota,,17565.0,Соединети Американски Држави
10219,Glenvar Heights,Glenvar Heights,25.709,-80.3156,United States,US,USA,Florida,,17560.0,Соединети Американски Држави
10220,Albert Lea,Albert Lea,43.6546,-93.3641,United States,US,USA,Minnesota,,17558.0,Соединети Американски Држави
10221,Fort Mill,Fort Mill,35.0062,-80.9388,United States,US,USA,South Carolina,,17557.0,Соединети Американски Држави
10222,Maitland,Maitland,28.6295,-81.3718,United States,US,USA,Florida,,17554.0,Соединети Американски Држави
10223,Tallmadge,Tallmadge,41.1023,-81.4216,United States,US,USA,Ohio,,17552.0,Соединети Американски Држави
10224,Willimantic,Willimantic,41.7153,-72.2173,United States,US,USA,Connecticut,,17550.0,Соединети Американски Држави
10225,Imperial,Imperial,32.8388,-115.5723,United States,US,USA,California,,17550.0,Соединети Американски Држави
10226,Zachary,Zachary,30.6642,-91.1634,United States,US,USA,Louisiana,,17538.0,Соединети Американски Држави
10227,Springfield,Springfield,40.6994,-74.3254,United States,US,USA,New Jersey,,17528.0,Соединети Американски Држави
10228,Anoka,Anoka,45.2099,-93.3893,United States,US,USA,Minnesota,,17522.0,Соединети Американски Држави
10229,Sayre,Sayre,41.9855,-76.5207,United States,US,USA,Pennsylvania,,17500.0,Соединети Американски Држави
10230,Five Forks,Five Forks,34.8069,-82.2271,United States,US,USA,South Carolina,,17500.0,Соединети Американски Држави
10231,Nederland,Nederland,29.9707,-94.0015,United States,US,USA,Texas,,17491.0,Соединети Американски Држави
10232,Īlām,Ilam,26.908,87.926,Nepal,NP,NPL,,,17491.0,Непал
10233,Boulsa,Boulsa,12.657,-0.569,Burkina Faso,BF,BFA,Centre-Nord,minor,17489.0,Буркина Фасо
10234,Colonia,Colonia,40.5929,-74.3151,United States,US,USA,New Jersey,,17486.0,Соединети Американски Држави
10235,Karukh,Karukh,34.4868,62.5918,Afghanistan,AF,AFG,Herāt,minor,17484.0,Авганистан
10236,Ashland,Ashland,42.2573,-71.4687,United States,US,USA,Massachusetts,,17478.0,Соединети Американски Држави
10237,North Adams,North Adams,42.6844,-73.1166,United States,US,USA,Massachusetts,,17477.0,Соединети Американски Држави
10238,Lindenwold,Lindenwold,39.8172,-74.9898,United States,US,USA,New Jersey,,17471.0,Соединети Американски Држави
10239,Portsmouth,Portsmouth,41.5922,-71.2744,United States,US,USA,Rhode Island,,17463.0,Соединети Американски Држави
10240,Amesbury Town,Amesbury Town,42.853,-70.9446,United States,US,USA,Massachusetts,,17457.0,Соединети Американски Држави
10241,Same,Same,-4.0696,37.72,Tanzania,TZ,TZA,Kilimanjaro,,17455.0,Танзанија
10242,Foxborough,Foxborough,42.0626,-71.2462,United States,US,USA,Massachusetts,,17448.0,Соединети Американски Држави
10243,Veinticinco de Mayo,Veinticinco de Mayo,-37.8,-67.6833,Argentina,AR,ARG,La Pampa,minor,17430.0,Аргентина
10244,Bon Air,Bon Air,37.5187,-77.5713,United States,US,USA,Virginia,,17428.0,Соединети Американски Држави
10245,Oneonta,Oneonta,42.4551,-75.0666,United States,US,USA,New York,,17422.0,Соединети Американски Држави
10246,Martinsburg,Martinsburg,39.4582,-77.9776,United States,US,USA,West Virginia,,17404.0,Соединети Американски Држави
10247,Buckhall,Buckhall,38.725,-77.4472,United States,US,USA,Virginia,,17399.0,Соединети Американски Држави
10248,Broken Hill,Broken Hill,-31.95,141.4331,Australia,AU,AUS,New South Wales,,17395.0,Австралија
10249,Butner,Butner,36.1285,-78.7501,United States,US,USA,North Carolina,,17394.0,Соединети Американски Држави
10250,Eldorado,Eldorado,-26.2,-54.6,Argentina,AR,ARG,Misiones,minor,17365.0,Аргентина
10251,Lincoln,Lincoln,40.1509,-89.3721,United States,US,USA,Illinois,,17360.0,Соединети Американски Држави
10252,Palos Hills,Palos Hills,41.6986,-87.8266,United States,US,USA,Illinois,,17358.0,Соединети Американски Држави
10253,Lynden,Lynden,48.9503,-122.4544,United States,US,USA,Washington,,17340.0,Соединети Американски Држави
10254,Mesquite,Mesquite,36.8035,-114.1325,United States,US,USA,Nevada,,17337.0,Соединети Американски Држави
10255,Crossville,Crossville,35.9526,-85.0294,United States,US,USA,Tennessee,,17326.0,Соединети Американски Држави
10256,Redland,Redland,39.1335,-77.1465,United States,US,USA,Maryland,,17317.0,Соединети Американски Држави
10257,Colchester,Colchester,44.5545,-73.2167,United States,US,USA,Vermont,,17309.0,Соединети Американски Држави
10258,Sylacauga,Sylacauga,33.1779,-86.2606,United States,US,USA,Alabama,,17307.0,Соединети Американски Држави
10259,North Canton,North Canton,40.8742,-81.3971,United States,US,USA,Ohio,,17290.0,Соединети Американски Држави
10260,Portland,Portland,27.8913,-97.328,United States,US,USA,Texas,,17287.0,Соединети Американски Држави
10261,Pendleton,Pendleton,45.6755,-118.8209,United States,US,USA,Oregon,,17282.0,Соединети Американски Држави
10262,Alton,Alton,26.2884,-98.3098,United States,US,USA,Texas,,17278.0,Соединети Американски Држави
10263,Ashwaubenon,Ashwaubenon,44.4796,-88.0889,United States,US,USA,Wisconsin,,17271.0,Соединети Американски Држави
10264,Americus,Americus,32.0736,-84.2249,United States,US,USA,Georgia,,17266.0,Соединети Американски Држави
10265,Shippensburg,Shippensburg,40.0485,-77.5227,United States,US,USA,Pennsylvania,,17265.0,Соединети Американски Држави
10266,West Columbia,West Columbia,33.9928,-81.0925,United States,US,USA,South Carolina,,17265.0,Соединети Американски Држави
10267,St. John,St. John,41.443,-87.4702,United States,US,USA,Indiana,,17259.0,Соединети Американски Држави
10268,Versailles,Versailles,38.0488,-84.726,United States,US,USA,Kentucky,,17250.0,Соединети Американски Држави
10269,Shorewood,Shorewood,41.5175,-88.2149,United States,US,USA,Illinois,,17249.0,Соединети Американски Држави
10270,Kangaba,Kangaba,11.9404,-8.44,Mali,ML,MLI,Koulikoro,minor,17232.0,Мали
10271,Wyckoff,Wyckoff,40.9989,-74.1676,United States,US,USA,New Jersey,,17231.0,Соединети Американски Држави
10272,Knik-Fairview,Knik-Fairview,61.4964,-149.6535,United States,US,USA,Alaska,,17203.0,Соединети Американски Држави
10273,North Babylon,North Babylon,40.7311,-73.3251,United States,US,USA,New York,,17182.0,Соединети Американски Држави
10274,Laurel,Laurel,37.6375,-77.5062,United States,US,USA,Virginia,,17176.0,Соединети Американски Држави
10275,Clive,Clive,41.6147,-93.7979,United States,US,USA,Iowa,,17172.0,Соединети Американски Држави
10276,Killingly,Killingly,41.8311,-71.8499,United States,US,USA,Connecticut,,17160.0,Соединети Американски Држави
10277,Gorham,Gorham,43.7034,-70.4581,United States,US,USA,Maine,,17147.0,Соединети Американски Држави
10278,Dallas,Dallas,44.9222,-123.3131,United States,US,USA,Oregon,,17146.0,Соединети Американски Држави
10279,Pallasovka,Pallasovka,50.0477,46.8773,Russia,RU,RUS,Volgogradskaya Oblast’,,17139.0,Русија
10280,Bloemhof,Bloemhof,-27.6496,25.59,South Africa,ZA,ZAF,North West,,17122.0,Јужноафриканска Република
10281,Wādī Ḩalfā’,Wadi Halfa',21.8,31.35,Sudan,SD,SDN,Northern,,17121.0,Судан
10282,La Vista,La Vista,41.1816,-96.0665,United States,US,USA,Nebraska,,17116.0,Соединети Американски Држави
10283,South Ogden,South Ogden,41.1714,-111.9568,United States,US,USA,Utah,,17101.0,Соединети Американски Држави
10284,Wolf Trap,Wolf Trap,38.9395,-77.2842,United States,US,USA,Virginia,,17086.0,Соединети Американски Држави
10285,Dickson,Dickson,36.064,-87.3668,United States,US,USA,Tennessee,,17085.0,Соединети Американски Држави
10286,Kingsland,Kingsland,30.8193,-81.7219,United States,US,USA,Georgia,,17077.0,Соединети Американски Држави
10287,Lemont,Lemont,41.6697,-87.9828,United States,US,USA,Illinois,,17075.0,Соединети Американски Држави
10288,Brookfield,Brookfield,41.4674,-73.3923,United States,US,USA,Connecticut,,17064.0,Соединети Американски Држави
10289,Sunland Park,Sunland Park,31.8194,-106.5943,United States,US,USA,New Mexico,,17061.0,Соединети Американски Држави
10290,Cedar Mill,Cedar Mill,45.5355,-122.8006,United States,US,USA,Oregon,,17050.0,Соединети Американски Држави
10291,Streator,Streator,41.1242,-88.8295,United States,US,USA,Illinois,,17050.0,Соединети Американски Држави
10292,Plast,Plast,54.3685,60.8085,Russia,RU,RUS,Chelyabinskaya Oblast’,,17050.0,Русија
10293,El Reno,El Reno,35.543,-97.966,United States,US,USA,Oklahoma,,17047.0,Соединети Американски Држави
10294,Bethpage,Bethpage,40.7495,-73.4856,United States,US,USA,New York,,17016.0,Соединети Американски Држави
10295,Monte Cristi,Monte Cristi,19.867,-71.65,Dominican Republic,DO,DOM,Cibao Noroeste,minor,17001.0,Доминиканска Република
10296,Nevel’sk,Nevel'sk,46.6803,141.8699,Russia,RU,RUS,Sakhalinskaya Oblast’,,17000.0,Русија
10297,Ambriz,Ambriz,-7.855,13.125,Angola,AO,AGO,Bengo,,17000.0,Ангола
10298,Wailuku,Wailuku,20.8834,-156.5059,United States,US,USA,Hawaii,,16995.0,Соединети Американски Држави
10299,Ihosy,Ihosy,-22.3996,46.1167,Madagascar,MG,MDG,Fianarantsoa,minor,16990.0,Мадагаскар
10300,Piñas,Pinas,-3.67,-79.65,Ecuador,EC,ECU,El Oro,,16981.0,Еквадор
10301,Fort Hunt,Fort Hunt,38.7361,-77.0589,United States,US,USA,Virginia,,16978.0,Соединети Американски Држави
10302,McKinleyville,McKinleyville,40.9489,-124.0857,United States,US,USA,California,,16963.0,Соединети Американски Држави
10303,Wayne,Wayne,42.2774,-83.3877,United States,US,USA,Michigan,,16947.0,Соединети Американски Држави
10304,North Decatur,North Decatur,33.8073,-84.2889,United States,US,USA,Georgia,,16944.0,Соединети Американски Држави
10305,Phoenixville,Phoenixville,40.1358,-75.5201,United States,US,USA,Pennsylvania,,16943.0,Соединети Американски Држави
10306,Florence,Florence,33.059,-111.4209,United States,US,USA,Arizona,,16935.0,Соединети Американски Држави
10307,Bellingham,Bellingham,42.0777,-71.4741,United States,US,USA,Massachusetts,,16929.0,Соединети Американски Држави
10308,Webster,Webster,42.0521,-71.8485,United States,US,USA,Massachusetts,,16926.0,Соединети Американски Држави
10309,Vero Beach,Vero Beach,27.6463,-80.393,United States,US,USA,Florida,,16919.0,Соединети Американски Држави
10310,Brenham,Brenham,30.1586,-96.3965,United States,US,USA,Texas,,16913.0,Соединети Американски Држави
10311,Southbridge Town,Southbridge Town,42.0604,-72.0338,United States,US,USA,Massachusetts,,16911.0,Соединети Американски Држави
10312,Lemay,Lemay,38.5325,-90.2845,United States,US,USA,Missouri,,16909.0,Соединети Американски Држави
10313,Batavia,Batavia,42.9987,-78.1802,United States,US,USA,New York,,16906.0,Соединети Американски Држави
10314,Albemarle,Albemarle,35.3601,-80.1919,United States,US,USA,North Carolina,,16900.0,Соединети Американски Држави
10315,Ngara,Ngara,-2.4695,30.65,Tanzania,TZ,TZA,Kagera,,16890.0,Танзанија
10316,Cohoes,Cohoes,42.7732,-73.7077,United States,US,USA,New York,,16875.0,Соединети Американски Држави
10317,Goodlettsville,Goodlettsville,36.3327,-86.7029,United States,US,USA,Tennessee,,16867.0,Соединети Американски Држави
10318,Tavares,Tavares,28.7926,-81.7366,United States,US,USA,Florida,,16865.0,Соединети Американски Држави
10319,Lock Haven,Lock Haven,41.1365,-77.4521,United States,US,USA,Pennsylvania,,16855.0,Соединети Американски Држави
10320,El Segundo,El Segundo,33.9169,-118.4021,United States,US,USA,California,,16853.0,Соединети Американски Држави
10321,Bella Vista,Bella Vista,-22.1296,-56.52,Paraguay,PY,PRY,Amambay,,16852.0,Парагвај
10322,Norcross,Norcross,33.9379,-84.2065,United States,US,USA,Georgia,,16845.0,Соединети Американски Држави
10323,Neabsco,Neabsco,38.6083,-77.2847,United States,US,USA,Virginia,,16839.0,Соединети Американски Држави
10324,Myrtle Grove,Myrtle Grove,30.4158,-87.3028,United States,US,USA,Florida,,16839.0,Соединети Американски Држави
10325,Morris,Morris,41.3748,-88.4301,United States,US,USA,Illinois,,16834.0,Соединети Американски Држави
10326,Wilton,Wilton,43.1502,-73.7276,United States,US,USA,New York,,16823.0,Соединети Американски Држави
10327,Denville,Denville,40.8889,-74.4893,United States,US,USA,New Jersey,,16822.0,Соединети Американски Држави
10328,Tôlan̈aro,Tolanaro,-25.0268,46.99,Madagascar,MG,MDG,Toliara,minor,16818.0,Мадагаскар
10329,Washington,Washington,40.7048,-89.4345,United States,US,USA,Illinois,,16811.0,Соединети Американски Држави
10330,Karratha,Karratha,-20.7304,116.87,Australia,AU,AUS,Western Australia,,16796.0,Австралија
10331,Estelle,Estelle,29.8447,-90.1021,United States,US,USA,Louisiana,,16791.0,Соединети Американски Држави
10332,Bristol,Bristol,36.6179,-82.1607,United States,US,USA,Virginia,,16790.0,Соединети Американски Држави
10333,Geddes,Geddes,43.0767,-76.2243,United States,US,USA,New York,,16786.0,Соединети Американски Држави
10334,Troy,Troy,31.8021,-85.9665,United States,US,USA,Alabama,,16782.0,Соединети Американски Држави
10335,Mikumi,Mikumi,-7.3996,36.98,Tanzania,TZ,TZA,Morogoro,,16780.0,Танзанија
10336,Burlington,Burlington,39.0223,-84.7217,United States,US,USA,Kentucky,,16776.0,Соединети Американски Држави
10337,La Marque,La Marque,29.369,-94.9957,United States,US,USA,Texas,,16766.0,Соединети Американски Држави
10338,Otsego,Otsego,45.266,-93.62,United States,US,USA,Minnesota,,16755.0,Соединети Американски Држави
10339,Delran,Delran,40.017,-74.9495,United States,US,USA,New Jersey,,16747.0,Соединети Американски Држави
10340,Buffalo,Buffalo,45.1794,-93.8644,United States,US,USA,Minnesota,,16744.0,Соединети Американски Држави
10341,Mossel Bay,Mossel Bay,-34.17,22.13,South Africa,ZA,ZAF,Western Cape,,16743.0,Јужноафриканска Република
10342,Solvang,Solvang,34.5936,-120.1401,United States,US,USA,California,,16741.0,Соединети Американски Држави
10343,Mercedes,Mercedes,26.1533,-97.9129,United States,US,USA,Texas,,16734.0,Соединети Американски Држави
10344,Kings Park,Kings Park,40.8887,-73.2452,United States,US,USA,New York,,16733.0,Соединети Американски Држави
10345,Bemidji,Bemidji,47.483,-94.8788,United States,US,USA,Minnesota,,16733.0,Соединети Американски Држави
10346,Terrell,Terrell,32.7341,-96.2939,United States,US,USA,Texas,,16733.0,Соединети Американски Држави
10347,Morombe,Morombe,-21.7391,43.3657,Madagascar,MG,MDG,Toliara,,16727.0,Мадагаскар
10348,Hopkinton,Hopkinton,42.2255,-71.5378,United States,US,USA,Massachusetts,,16720.0,Соединети Американски Држави
10349,Oconomowoc,Oconomowoc,43.0994,-88.4951,United States,US,USA,Wisconsin,,16717.0,Соединети Американски Држави
10350,Seagoville,Seagoville,32.653,-96.5455,United States,US,USA,Texas,,16715.0,Соединети Американски Држави
10351,Nipomo,Nipomo,35.0323,-120.499,United States,US,USA,California,,16706.0,Соединети Американски Држави
10352,Groveton,Groveton,38.7605,-77.0981,United States,US,USA,Virginia,,16704.0,Соединети Американски Држави
10353,Mount Pleasant,Mount Pleasant,33.1613,-94.9717,United States,US,USA,Texas,,16699.0,Соединети Американски Држави
10354,Wolcott,Wolcott,41.6007,-72.9734,United States,US,USA,Connecticut,,16696.0,Соединети Американски Држави
10355,Perry,Perry,32.4718,-83.728,United States,US,USA,Georgia,,16684.0,Соединети Американски Држави
10356,Lake Placid,Lake Placid,27.2977,-81.3715,United States,US,USA,Florida,,16683.0,Соединети Американски Држави
10357,Puerto López,Puerto Lopez,4.09,-72.96,Colombia,CO,COL,Meta,minor,16678.0,Колумбија
10358,Poronaysk,Poronaysk,49.2416,143.085,Russia,RU,RUS,Sakhalinskaya Oblast’,,16677.0,Русија
10359,Valle Vista,Valle Vista,33.7436,-116.8872,United States,US,USA,California,,16672.0,Соединети Американски Држави
10360,Clemson,Clemson,34.6838,-82.8124,United States,US,USA,South Carolina,,16649.0,Соединети Американски Држави
10361,Oak Grove,Oak Grove,45.4156,-122.6348,United States,US,USA,Oregon,,16648.0,Соединети Американски Држави
10362,Eden,Eden,36.5029,-79.7421,United States,US,USA,North Carolina,,16648.0,Соединети Американски Држави
10363,Holmdel,Holmdel,40.3768,-74.1725,United States,US,USA,New Jersey,,16648.0,Соединети Американски Држави
10364,Donna,Donna,26.1467,-98.056,United States,US,USA,Texas,,16638.0,Соединети Американски Држави
10365,Lakeport,Lakeport,39.0392,-122.9218,United States,US,USA,California,,16614.0,Соединети Американски Држави
10366,Anna,Anna,33.347,-96.5503,United States,US,USA,Texas,,16613.0,Соединети Американски Држави
10367,Macetown,Macetown,-45.0227,168.7251,New Zealand,NZ,NZL,Otago,,16600.0,Нов Зеланд
10368,Coldwater,Coldwater,41.9466,-84.9989,United States,US,USA,Michigan,,16595.0,Соединети Американски Држави
10369,Fairview Heights,Fairview Heights,38.5974,-90.0052,United States,US,USA,Illinois,,16588.0,Соединети Американски Држави
10370,Highland Village,Highland Village,33.0897,-97.0615,United States,US,USA,Texas,,16587.0,Соединети Американски Држави
10371,Seymour,Seymour,41.381,-73.0873,United States,US,USA,Connecticut,,16579.0,Соединети Американски Држави
10372,Bellinzona,Bellinzona,46.197,9.02,Switzerland,CH,CHE,Ticino,,16572.0,Швајцарија
10373,Country Club Hills,Country Club Hills,41.5638,-87.725,United States,US,USA,Illinois,,16564.0,Соединети Американски Држави
10374,Akureyri,Akureyri,65.6666,-18.1,Iceland,IS,ISL,,,16563.0,Исланд
10375,Kamenka,Kamenka,53.1947,44.0444,Russia,RU,RUS,Penzenskaya Oblast’,,16560.0,Русија
10376,Troutdale,Troutdale,45.5372,-122.3955,United States,US,USA,Oregon,,16554.0,Соединети Американски Држави
10377,Mountain Home,Mountain Home,43.1325,-115.697,United States,US,USA,Idaho,,16552.0,Соединети Американски Држави
10378,Auburn,Auburn,42.1972,-71.8453,United States,US,USA,Massachusetts,,16552.0,Соединети Американски Држави
10379,Vienna,Vienna,38.8996,-77.2597,United States,US,USA,Virginia,,16544.0,Соединети Американски Држави
10380,Stuart,Stuart,27.1958,-80.2438,United States,US,USA,Florida,,16543.0,Соединети Американски Држави
10381,Cinnaminson,Cinnaminson,40.0008,-74.993,United States,US,USA,New Jersey,,16528.0,Соединети Американски Држави
10382,Ham Lake,Ham Lake,45.2545,-93.2039,United States,US,USA,Minnesota,,16528.0,Соединети Американски Држави
10383,Woodcrest,Woodcrest,33.8789,-117.3686,United States,US,USA,California,,16527.0,Соединети Американски Држави
10384,Centralia,Centralia,38.5224,-89.1233,United States,US,USA,Illinois,,16525.0,Соединети Американски Држави
10385,Morganton,Morganton,35.7408,-81.7003,United States,US,USA,North Carolina,,16519.0,Соединети Американски Држави
10386,Lindsay,Lindsay,36.2082,-119.0897,United States,US,USA,California,,16515.0,Соединети Американски Држави
10387,Ladson,Ladson,33.0093,-80.1078,United States,US,USA,South Carolina,,16511.0,Соединети Американски Држави
10388,Yelm,Yelm,46.9398,-122.6261,United States,US,USA,Washington,,16504.0,Соединети Американски Држави
10389,Opa-locka,Opa-locka,25.8997,-80.2551,United States,US,USA,Florida,,16479.0,Соединети Американски Држави
10390,Lake Mary,Lake Mary,28.7592,-81.336,United States,US,USA,Florida,,16474.0,Соединети Американски Држави
10391,Westchester,Westchester,41.8492,-87.8906,United States,US,USA,Illinois,,16461.0,Соединети Американски Држави
10392,Spanish Springs,Spanish Springs,39.6567,-119.6695,United States,US,USA,Nevada,,16458.0,Соединети Американски Држави
10393,Riverdale,Riverdale,33.5639,-84.4103,United States,US,USA,Georgia,,16439.0,Соединети Американски Држави
10394,Douglas,Douglas,31.3602,-109.5394,United States,US,USA,Arizona,,16438.0,Соединети Американски Држави
10395,Northbridge,Northbridge,42.13,-71.6547,United States,US,USA,Massachusetts,,16425.0,Соединети Американски Држави
10396,Port Jervis,Port Jervis,41.3782,-74.6909,United States,US,USA,New York,,16410.0,Соединети Американски Држави
10397,Wendell,Wendell,35.7823,-78.3959,United States,US,USA,North Carolina,,16408.0,Соединети Американски Држави
10398,East Greenbush,East Greenbush,42.6122,-73.6969,United States,US,USA,New York,,16403.0,Соединети Американски Држави
10399,McComb,McComb,31.2449,-90.4714,United States,US,USA,Mississippi,,16398.0,Соединети Американски Држави
10400,Dajabón,Dajabon,19.548,-71.705,Dominican Republic,DO,DOM,Cibao Noroeste,minor,16398.0,Доминиканска Република
10401,Collipulli,Collipulli,-37.96,-72.43,Chile,CL,CHL,Araucanía,,16392.0,Чиле
10402,Blytheville,Blytheville,35.9322,-89.9051,United States,US,USA,Arkansas,,16388.0,Соединети Американски Држави
10403,Sarasota Springs,Sarasota Springs,27.3092,-82.4788,United States,US,USA,Florida,,16386.0,Соединети Американски Држави
10404,Karema,Karema,-6.8162,30.4333,Tanzania,TZ,TZA,Katavi,,16385.0,Танзанија
10405,Sabaneta,Sabaneta,19.505,-71.345,Dominican Republic,DO,DOM,Cibao Noroeste,minor,16380.0,Доминиканска Република
10406,Sikeston,Sikeston,36.8875,-89.587,United States,US,USA,Missouri,,16371.0,Соединети Американски Држави
10407,Streetsboro,Streetsboro,41.2396,-81.3456,United States,US,USA,Ohio,,16365.0,Соединети Американски Држави
10408,Burrillville,Burrillville,41.9706,-71.6984,United States,US,USA,Rhode Island,,16363.0,Соединети Американски Држави
10409,Gawler,Gawler,-34.6074,138.7264,Australia,AU,AUS,South Australia,,16362.0,Австралија
10410,Swansea,Swansea,41.7571,-71.212,United States,US,USA,Massachusetts,,16341.0,Соединети Американски Држави
10411,Glen Allen,Glen Allen,37.666,-77.4838,United States,US,USA,Virginia,,16339.0,Соединети Американски Држави
10412,Bridgeview,Bridgeview,41.7402,-87.8067,United States,US,USA,Illinois,,16335.0,Соединети Американски Држави
10413,Kupino,Kupino,54.3592,77.2742,Russia,RU,RUS,Novosibirskaya Oblast’,,16333.0,Русија
10414,Center Point,Center Point,33.6446,-86.6851,United States,US,USA,Alabama,,16313.0,Соединети Американски Држави
10415,Mount Clemens,Mount Clemens,42.5976,-82.882,United States,US,USA,Michigan,,16312.0,Соединети Американски Држави
10416,Sienna Plantation,Sienna Plantation,29.4834,-95.5065,United States,US,USA,Texas,,16310.0,Соединети Американски Држави
10417,North Myrtle Beach,North Myrtle Beach,33.823,-78.709,United States,US,USA,South Carolina,,16310.0,Соединети Американски Држави
10418,Fort Leonard Wood,Fort Leonard Wood,37.7562,-92.1274,United States,US,USA,Missouri,,16307.0,Соединети Американски Држави
10419,Bastrop,Bastrop,30.1118,-97.3257,United States,US,USA,Texas,,16305.0,Соединети Американски Држави
10420,Morton,Morton,40.6137,-89.4668,United States,US,USA,Illinois,,16301.0,Соединети Американски Држави
10421,Republic,Republic,37.1453,-93.4446,United States,US,USA,Missouri,,16294.0,Соединети Американски Држави
10422,Fairview Park,Fairview Park,41.4419,-81.853,United States,US,USA,Ohio,,16292.0,Соединети Американски Држави
10423,Dixon,Dixon,41.8439,-89.4788,United States,US,USA,Illinois,,16288.0,Соединети Американски Држави
10424,Evans,Evans,42.6529,-79.0063,United States,US,USA,New York,,16284.0,Соединети Американски Држави
10425,Abington,Abington,42.118,-70.959,United States,US,USA,Massachusetts,,16275.0,Соединети Американски Држави
10426,San Martín,San Martin,3.6904,-73.69,Colombia,CO,COL,Meta,minor,16273.0,Колумбија
10427,Three Lakes,Three Lakes,25.6415,-80.4,United States,US,USA,Florida,,16266.0,Соединети Американски Држави
10428,Fort Thomas,Fort Thomas,39.0805,-84.4497,United States,US,USA,Kentucky,,16263.0,Соединети Американски Држави
10429,Jasper,Jasper,38.3934,-86.9404,United States,US,USA,Indiana,,16262.0,Соединети Американски Држави
10430,New Port Richey,New Port Richey,28.2468,-82.7169,United States,US,USA,Florida,,16256.0,Соединети Американски Држави
10431,Ocean Acres,Ocean Acres,39.743,-74.2804,United States,US,USA,New Jersey,,16227.0,Соединети Американски Држави
10432,Alma,Alma,43.38,-84.6556,United States,US,USA,Michigan,,16224.0,Соединети Американски Држави
10433,Barrington,Barrington,41.7443,-71.3145,United States,US,USA,Rhode Island,,16218.0,Соединети Американски Држави
10434,Laguna Woods,Laguna Woods,33.6099,-117.7299,United States,US,USA,California,,16200.0,Соединети Американски Држави
10435,Tanque Verde,Tanque Verde,32.2687,-110.7437,United States,US,USA,Arizona,,16197.0,Соединети Американски Држави
10436,Spárti,Sparti,37.0737,22.4297,Greece,GR,GRC,Peloponnísos,minor,16187.0,Грција
10437,Prospect Heights,Prospect Heights,42.1039,-87.9267,United States,US,USA,Illinois,,16180.0,Соединети Американски Држави
10438,Burley,Burley,42.5379,-113.7928,United States,US,USA,Idaho,,16175.0,Соединети Американски Држави
10439,Huarmey,Huarmey,-10.0696,-78.16,Peru,PE,PER,Ancash,,16172.0,Перу
10440,Horqueta,Horqueta,-23.3396,-57.05,Paraguay,PY,PRY,Concepción,,16171.0,Парагвај
10441,Athens,Athens,35.4573,-84.6045,United States,US,USA,Tennessee,,16170.0,Соединети Американски Држави
10442,Buda,Buda,30.0847,-97.844,United States,US,USA,Texas,,16163.0,Соединети Американски Држави
10443,East Longmeadow,East Longmeadow,42.0597,-72.499,United States,US,USA,Massachusetts,,16156.0,Соединети Американски Држави
10444,Gainesville,Gainesville,33.6391,-97.1487,United States,US,USA,Texas,,16155.0,Соединети Американски Држави
10445,Monroe,Monroe,33.799,-83.716,United States,US,USA,Georgia,,16153.0,Соединети Американски Држави
10446,Griffith,Griffith,41.5279,-87.424,United States,US,USA,Indiana,,16152.0,Соединети Американски Држави
10447,Durham,Durham,43.1174,-70.9195,United States,US,USA,New Hampshire,,16148.0,Соединети Американски Држави
10448,Sayville,Sayville,40.7478,-73.084,United States,US,USA,New York,,16143.0,Соединети Американски Држави
10449,Washington,Washington,35.5587,-77.0546,United States,US,USA,North Carolina,,16138.0,Соединети Американски Држави
10450,Taylor,Taylor,30.5743,-97.4233,United States,US,USA,Texas,,16138.0,Соединети Американски Држави
10451,Hope Mills,Hope Mills,34.9689,-78.9559,United States,US,USA,North Carolina,,16135.0,Соединети Американски Држави
