,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,country_cyrilic
10452,Pearl River,Pearl River,41.0615,-74.0047,United States,US,USA,New York,,16116.0,Соединети Американски Држави
10453,Highland Springs,Highland Springs,37.5516,-77.3285,United States,US,USA,Virginia,,16109.0,Соединети Американски Држави
10454,Middletown,Middletown,41.5174,-71.2772,United States,US,USA,Rhode Island,,16100.0,Соединети Американски Држави
10455,Upper Grand Lagoon,Upper Grand Lagoon,30.169,-85.7407,United States,US,USA,Florida,,16094.0,Соединети Американски Држави
10456,Nyahanga,Nyahanga,-2.3829,33.55,Tanzania,TZ,TZA,Simiyu,,16092.0,Танзанија
10457,Kaukauna,Kaukauna,44.2778,-88.2645,United States,US,USA,Wisconsin,,16086.0,Соединети Американски Држави
10458,Parole,Parole,38.9861,-76.5519,United States,US,USA,Maryland,,16084.0,Соединети Американски Држави
10459,Frankfort,Frankfort,40.2799,-86.518,United States,US,USA,Indiana,,16079.0,Соединети Американски Држави
10460,Storrs,Storrs,41.8045,-72.2552,United States,US,USA,Connecticut,,16077.0,Соединети Американски Држави
10461,Lake Wales,Lake Wales,27.9195,-81.5961,United States,US,USA,Florida,,16066.0,Соединети Американски Држави
10462,San Gabriel,San Gabriel,0.61,-77.84,Ecuador,EC,ECU,Carchi,,16066.0,Еквадор
10463,Fonte Boa,Fonte Boa,-2.5138,-66.0916,Brazil,BR,BRA,Amazonas,,16060.0,Бразил
10464,Boerne,Boerne,29.7844,-98.7289,United States,US,USA,Texas,,16050.0,Соединети Американски Држави
10465,Easthampton Town,Easthampton Town,42.2652,-72.672,United States,US,USA,Massachusetts,,16050.0,Соединети Американски Држави
10466,Aberdeen,Aberdeen,39.5146,-76.173,United States,US,USA,Maryland,,16049.0,Соединети Американски Држави
10467,Nikolayevsk,Nikolayevsk,50.0161,45.4261,Russia,RU,RUS,Volgogradskaya Oblast’,,16044.0,Русија
10468,Donaldsonville,Donaldsonville,30.0953,-90.9925,United States,US,USA,Louisiana,,16035.0,Соединети Американски Држави
10469,Port Washington,Port Washington,40.8267,-73.6764,United States,US,USA,New York,,16034.0,Соединети Американски Држави
10470,Madison,Madison,40.7586,-74.417,United States,US,USA,New Jersey,,16033.0,Соединети Американски Држави
10471,Ilave,Ilave,-16.0796,-69.67,Peru,PE,PER,Puno,,16033.0,Перу
10472,Fairhaven,Fairhaven,41.6395,-70.8732,United States,US,USA,Massachusetts,,16027.0,Соединети Американски Држави
10473,Picayune,Picayune,30.5322,-89.6724,United States,US,USA,Mississippi,,16026.0,Соединети Американски Држави
10474,Conyers,Conyers,33.6645,-83.9967,United States,US,USA,Georgia,,16015.0,Соединети Американски Држави
10475,Colchester,Colchester,41.5621,-72.3475,United States,US,USA,Connecticut,,16015.0,Соединети Американски Држави
10476,Gun Barrel City,Gun Barrel City,32.3277,-96.1286,United States,US,USA,Texas,,16013.0,Соединети Американски Држави
10477,Rye,Rye,40.969,-73.6878,United States,US,USA,New York,,16009.0,Соединети Американски Држави
10478,Welby,Welby,39.8403,-104.9655,United States,US,USA,Colorado,,16002.0,Соединети Американски Држави
10479,Warren,Warren,40.6323,-74.5146,United States,US,USA,New Jersey,,15998.0,Соединети Американски Држави
10480,Humble,Humble,29.9921,-95.2655,United States,US,USA,Texas,,15997.0,Соединети Американски Држави
10481,Camano,Camano,48.1865,-122.4708,United States,US,USA,Washington,,15989.0,Соединети Американски Држави
10482,Aurora,Aurora,41.3118,-81.345,United States,US,USA,Ohio,,15982.0,Соединети Американски Држави
10483,Hernando,Hernando,34.85,-89.9921,United States,US,USA,Mississippi,,15981.0,Соединети Американски Држави
10484,Belgrade,Belgrade,45.7796,-111.1751,United States,US,USA,Montana,,15975.0,Соединети Американски Држави
10485,Chickasha,Chickasha,35.041,-97.9472,United States,US,USA,Oklahoma,,15974.0,Соединети Американски Држави
10486,Auburndale,Auburndale,28.0962,-81.8011,United States,US,USA,Florida,,15973.0,Соединети Американски Држави
10487,Grandville,Grandville,42.9003,-85.7564,United States,US,USA,Michigan,,15970.0,Соединети Американски Држави
10488,Readington,Readington,40.5821,-74.7796,United States,US,USA,New Jersey,,15962.0,Соединети Американски Држави
10489,Belvedere Park,Belvedere Park,33.7488,-84.2598,United States,US,USA,Georgia,,15952.0,Соединети Американски Држави
10490,Ellington,Ellington,41.9151,-72.4485,United States,US,USA,Connecticut,,15948.0,Соединети Американски Држави
10491,Kirksville,Kirksville,40.1986,-92.5753,United States,US,USA,Missouri,,15942.0,Соединети Американски Држави
10492,Dyer,Dyer,41.4978,-87.509,United States,US,USA,Indiana,,15941.0,Соединети Американски Држави
10493,Lake St. Louis,Lake St. Louis,38.7848,-90.7873,United States,US,USA,Missouri,,15936.0,Соединети Американски Држави
10494,Bodaybo,Bodaybo,57.965,114.329,Russia,RU,RUS,Irkutskaya Oblast’,,15933.0,Русија
10495,Coalinga,Coalinga,36.1432,-120.3266,United States,US,USA,California,,15915.0,Соединети Американски Држави
10496,Fillmore,Fillmore,34.399,-118.9181,United States,US,USA,California,,15895.0,Соединети Американски Држави
10497,Crescent City,Crescent City,41.7727,-124.1902,United States,US,USA,California,,15886.0,Соединети Американски Држави
10498,Longmeadow,Longmeadow,42.0475,-72.5718,United States,US,USA,Massachusetts,,15876.0,Соединети Американски Држави
10499,Sunset,Sunset,25.7061,-80.353,United States,US,USA,Florida,,15875.0,Соединети Американски Држави
10500,River Falls,River Falls,44.8608,-92.6244,United States,US,USA,Wisconsin,,15873.0,Соединети Американски Држави
10501,Tiverton,Tiverton,41.6091,-71.1742,United States,US,USA,Rhode Island,,15870.0,Соединети Американски Држави
10502,Fallon,Fallon,39.4738,-118.7781,United States,US,USA,Nevada,,15867.0,Соединети Американски Држави
10503,Nikel’,Nikel',69.4126,30.2188,Russia,RU,RUS,Murmanskaya Oblast’,,15866.0,Русија
10504,King City,King City,36.2166,-121.133,United States,US,USA,California,,15862.0,Соединети Американски Држави
10505,Knightdale,Knightdale,35.7917,-78.4966,United States,US,USA,North Carolina,,15849.0,Соединети Американски Држави
10506,Derzhavīnsk,Derzhavinsk,51.1021,66.3075,Kazakhstan,KZ,KAZ,Aqmola,,15848.0,Казахстан
10507,Live Oak,Live Oak,29.5545,-98.3404,United States,US,USA,Texas,,15820.0,Соединети Американски Држави
10508,Cliza,Cliza,-17.59,-65.93,Bolivia,BO,BOL,Cochabamba,,15816.0,Боливија
10509,Houghton,Houghton,47.1119,-88.5672,United States,US,USA,Michigan,,15812.0,Соединети Американски Држави
10510,Westport,Westport,41.5886,-71.0837,United States,US,USA,Massachusetts,,15810.0,Соединети Американски Држави
10511,Camrose,Camrose,53.0167,-112.8166,Canada,CA,CAN,Alberta,,15808.0,Канада
10512,Shively,Shively,38.197,-85.8136,United States,US,USA,Kentucky,,15800.0,Соединети Американски Држави
10513,Parma,Parma,43.2651,-77.7968,United States,US,USA,New York,,15800.0,Соединети Американски Држави
10514,Yorito,Yorito,15.06,-87.29,Honduras,HN,HND,Yoro,,15774.0,Хондурас
10515,Groves,Groves,29.9457,-93.9164,United States,US,USA,Texas,,15769.0,Соединети Американски Држави
10516,Southchase,Southchase,28.3793,-81.3903,United States,US,USA,Florida,,15764.0,Соединети Американски Држави
10517,West Lealman,West Lealman,27.8191,-82.7385,United States,US,USA,Florida,,15756.0,Соединети Американски Држави
10518,Clearlake,Clearlake,38.959,-122.6331,United States,US,USA,California,,15751.0,Соединети Американски Држави
10519,Harrisburg,Harrisburg,35.3126,-80.649,United States,US,USA,North Carolina,,15728.0,Соединети Американски Држави
10520,Pecan Grove,Pecan Grove,29.6235,-95.7331,United States,US,USA,Texas,,15722.0,Соединети Американски Држави
10521,Greenwood Village,Greenwood Village,39.6152,-104.9131,United States,US,USA,Colorado,,15721.0,Соединети Американски Држави
10522,Miami,Miami,36.8877,-94.8718,United States,US,USA,Oklahoma,,15718.0,Соединети Американски Држави
10523,Hood River,Hood River,45.7092,-121.5258,United States,US,USA,Oregon,,15714.0,Соединети Американски Држави
10524,Los Osos,Los Osos,35.3068,-120.8249,United States,US,USA,California,,15714.0,Соединети Американски Држави
10525,Cutlerville,Cutlerville,42.8406,-85.6739,United States,US,USA,Michigan,,15712.0,Соединети Американски Држави
10526,Washougal,Washougal,45.5812,-122.3433,United States,US,USA,Washington,,15711.0,Соединети Американски Држави
10527,Overland,Overland,38.6967,-90.3689,United States,US,USA,Missouri,,15708.0,Соединети Американски Држави
10528,Bellevue,Bellevue,44.4593,-87.9554,United States,US,USA,Wisconsin,,15687.0,Соединети Американски Држави
10529,La Grange,La Grange,41.6787,-73.8028,United States,US,USA,New York,,15680.0,Соединети Американски Држави
10530,Ripon,Ripon,37.7415,-121.1309,United States,US,USA,California,,15677.0,Соединети Американски Држави
10531,Suffield,Suffield,41.9945,-72.6789,United States,US,USA,Connecticut,,15675.0,Соединети Американски Држави
10532,Mount Vernon,Mount Vernon,38.314,-88.9174,United States,US,USA,Illinois,,15672.0,Соединети Американски Држави
10533,Kodinsk,Kodinsk,58.6981,99.1777,Russia,RU,RUS,Krasnoyarskiy Kray,,15670.0,Русија
10534,Gornyak,Gornyak,50.9881,81.4877,Russia,RU,RUS,Altayskiy Kray,,15668.0,Русија
10535,Circleville,Circleville,39.6063,-82.9334,United States,US,USA,Ohio,,15657.0,Соединети Американски Држави
10536,Elkton,Elkton,39.6067,-75.8209,United States,US,USA,Maryland,,15652.0,Соединети Американски Држави
10537,Stallings,Stallings,35.109,-80.6594,United States,US,USA,North Carolina,,15647.0,Соединети Американски Држави
10538,Long Beach,Long Beach,30.3608,-89.165,United States,US,USA,Mississippi,,15642.0,Соединети Американски Држави
10539,Mount Holly,Mount Holly,35.3136,-81.0072,United States,US,USA,North Carolina,,15635.0,Соединети Американски Држави
10540,Hermitage,Hermitage,41.2305,-80.4414,United States,US,USA,Pennsylvania,,15635.0,Соединети Американски Држави
10541,Seven Oaks,Seven Oaks,34.0474,-81.1434,United States,US,USA,South Carolina,,15631.0,Соединети Американски Држави
10542,Clark,Clark,40.6203,-74.3135,United States,US,USA,New Jersey,,15607.0,Соединети Американски Држави
10543,Narragansett,Narragansett,41.4291,-71.4669,United States,US,USA,Rhode Island,,15601.0,Соединети Американски Држави
10544,At-Bashy,At-Bashy,41.1725,75.7968,Kyrgyzstan,KG,KGZ,Naryn,minor,15601.0,Киргистан
10545,North Reading,North Reading,42.5816,-71.0876,United States,US,USA,Massachusetts,,15598.0,Соединети Американски Држави
10546,Lamont,Lamont,35.2651,-118.9159,United States,US,USA,California,,15597.0,Соединети Американски Држави
10547,Westwood,Westwood,42.2202,-71.2106,United States,US,USA,Massachusetts,,15597.0,Соединети Американски Држави
